CustId,Date,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
2771,5/3/2024,4,4,5,2,2,2,5,3,3
2772,4/3/2024,4,5,3,1,3,1,5,2,2
2773,5/13/2024,4,4,1,1,5,3,5,4,1
2774,4/16/2024,1,2,4,5,3,5,1,2,2
2775,6/1/2024,4,5,3,3,3,2,1,4,2
2776,6/2/2024,4,3,5,2,4,2,3,1,4
2777,3/21/2024,2,5,2,5,5,3,4,4,4
2778,6/26/2024,5,5,3,5,1,4,5,1,1
2779,6/29/2024,5,1,2,5,5,1,1,4,1
2780,6/6/2024,4,2,3,4,2,3,1,5,3
2781,6/28/2024,5,3,3,3,1,3,2,1,3
2782,5/2/2024,5,1,5,5,4,3,3,4,4
2783,3/17/2024,5,2,4,4,4,2,2,2,5
2784,6/5/2024,2,3,3,3,4,3,5,3,1
2785,6/9/2024,4,5,4,2,4,5,3,1,4
2786,6/8/2024,4,2,1,4,3,1,2,3,1
2787,3/19/2024,4,3,5,2,3,5,4,5,1
2788,6/4/2024,4,2,2,3,5,1,1,3,5
2789,6/24/2024,2,1,2,5,1,4,3,3,2
2790,5/17/2024,2,2,2,1,1,2,3,2,1
2791,4/3/2024,3,3,2,1,2,1,2,2,5
2792,5/29/2024,1,4,5,4,1,3,3,2,4
2793,3/23/2024,4,2,1,4,5,1,3,5,4
2794,3/17/2024,3,4,5,2,5,1,5,5,3
2795,6/9/2024,2,1,3,3,5,1,4,2,5
2796,5/3/2024,3,1,5,1,2,3,4,4,3
2797,4/1/2024,1,4,2,1,5,3,4,3,4
2798,3/17/2024,2,5,5,3,3,5,2,5,4
2799,5/25/2024,2,4,3,2,5,3,4,2,1
2800,5/9/2024,5,3,2,4,1,1,4,1,2
2801,5/3/2024,4,1,1,4,3,4,1,1,1
2802,6/26/2024,3,3,4,4,3,5,2,5,1
2803,4/25/2024,4,2,4,3,5,3,1,5,5
2804,3/31/2024,1,3,2,1,3,4,3,5,5
2805,3/20/2024,4,5,3,4,5,4,4,4,3
2806,6/9/2024,3,5,5,3,5,4,2,4,1
2807,6/19/2024,2,5,1,1,1,3,4,4,3
2808,3/24/2024,1,1,3,1,5,2,4,3,4
2809,4/25/2024,2,4,3,5,2,2,4,3,2
2810,5/27/2024,1,5,1,4,5,5,1,2,3
2811,5/30/2024,2,4,2,2,1,2,3,4,4
2812,6/29/2024,2,4,5,2,5,4,1,2,2
2813,3/30/2024,2,5,2,3,2,1,3,2,3
2814,5/1/2024,1,4,3,3,3,3,5,5,1
2815,6/13/2024,4,1,2,4,2,4,5,2,4
2816,4/26/2024,4,5,3,5,3,4,4,4,5
2817,6/2/2024,1,4,4,3,3,5,5,3,5
2818,6/25/2024,2,1,5,4,5,2,3,4,4
2819,6/4/2024,1,5,4,2,5,5,4,4,4
2820,4/23/2024,3,1,3,4,2,3,3,2,4
2821,3/18/2024,4,2,3,1,2,5,2,1,1
2822,4/19/2024,2,5,2,4,1,5,4,1,4
2823,5/28/2024,4,4,5,2,2,4,1,4,1
2824,4/4/2024,5,2,2,5,2,1,4,5,1
2825,4/13/2024,3,3,1,3,2,2,2,5,4
2826,6/1/2024,1,3,2,2,5,2,5,5,2
2827,5/10/2024,1,5,3,4,1,4,5,3,1
2828,5/15/2024,5,3,1,5,5,4,2,1,2
2829,4/29/2024,5,4,1,4,4,1,4,1,5
2830,6/14/2024,4,4,1,4,2,3,1,4,5
2831,6/7/2024,2,1,3,5,1,3,4,5,4
2832,4/28/2024,1,3,5,4,2,1,5,2,1
2833,4/9/2024,5,1,1,3,2,2,5,5,4
2834,4/14/2024,4,4,4,3,3,4,5,4,3
2835,6/19/2024,3,5,1,2,1,5,3,2,3
2836,4/24/2024,5,4,3,5,3,2,5,5,3
2837,5/1/2024,4,4,3,5,1,1,3,4,2
2838,6/19/2024,3,1,1,1,1,5,5,5,3
2839,5/14/2024,4,3,5,1,5,1,5,1,4
2840,4/14/2024,2,5,1,5,2,2,5,5,2
2841,6/11/2024,3,3,2,5,1,2,5,3,2
2842,4/15/2024,3,4,2,2,4,1,3,2,4
2843,3/30/2024,3,5,1,3,3,2,5,1,4
2844,3/26/2024,3,1,2,4,5,3,5,1,4
2845,3/31/2024,4,4,3,3,1,3,4,1,3
2846,6/4/2024,1,4,3,2,1,1,5,1,3
2847,3/30/2024,4,3,2,2,3,2,4,3,1
2848,6/23/2024,5,5,1,4,4,5,1,1,4
2849,5/3/2024,5,2,1,2,1,5,1,5,3
2850,6/10/2024,4,1,3,4,4,2,2,4,2
2851,3/31/2024,5,3,5,2,2,3,2,4,3
2852,5/19/2024,5,5,2,1,4,1,2,2,5
2853,4/27/2024,1,1,5,2,5,3,1,4,3
2854,4/20/2024,5,4,2,2,3,4,3,4,3
2855,6/30/2024,2,1,5,3,5,2,5,2,1
2856,4/11/2024,4,5,5,4,3,3,5,2,5
2857,4/5/2024,2,2,1,3,4,2,2,2,4
2858,5/13/2024,5,5,5,3,2,2,4,4,2
2859,5/17/2024,2,2,3,4,2,1,1,2,3
2860,6/18/2024,2,5,3,1,3,3,3,1,4
2861,5/30/2024,4,1,3,2,2,1,4,5,3
2862,6/28/2024,1,3,4,5,3,3,3,1,5
2863,5/12/2024,2,3,2,3,3,1,1,5,5
2864,4/24/2024,5,5,4,1,3,1,1,3,3
2865,5/1/2024,4,2,2,3,5,4,4,4,3
2866,4/5/2024,5,5,5,1,2,5,3,1,1
2867,5/7/2024,1,2,4,4,2,1,5,3,2
2868,5/3/2024,4,5,5,1,3,3,5,1,5
2869,6/25/2024,2,4,4,2,2,1,5,3,1
2870,5/10/2024,3,2,4,3,2,3,2,3,2
2871,5/20/2024,1,1,1,5,4,2,4,2,1
2872,4/30/2024,5,3,2,3,5,1,4,2,5
2873,3/23/2024,3,1,2,4,5,3,2,2,3
2874,3/19/2024,1,1,4,4,3,1,2,3,3
2875,5/12/2024,1,1,3,3,3,4,5,5,1
2876,4/25/2024,2,3,2,2,2,1,4,3,5
2877,4/5/2024,1,1,4,1,3,4,5,4,5
2878,6/5/2024,2,1,1,4,1,3,2,3,1
2879,6/24/2024,4,3,3,1,5,3,5,1,4
2880,4/26/2024,3,5,5,4,3,1,1,5,3
2881,5/27/2024,4,2,5,3,3,3,4,1,1
2882,5/1/2024,3,5,3,3,2,4,2,4,5
2883,6/16/2024,5,2,5,4,5,3,4,5,2
2884,3/20/2024,1,3,2,4,4,4,3,2,4
2885,6/6/2024,1,5,4,4,5,5,4,5,4
2886,4/15/2024,1,2,1,1,3,2,3,5,5
2887,5/20/2024,3,5,2,4,1,2,3,1,3
2888,6/23/2024,3,2,3,3,2,5,4,5,3
2889,4/4/2024,4,3,2,5,3,3,2,4,5
2890,5/15/2024,1,1,4,5,4,4,3,1,4
2891,3/28/2024,5,1,3,4,4,1,5,2,4
2892,6/1/2024,1,4,1,5,3,1,2,1,5
2893,5/2/2024,3,5,4,1,1,5,1,4,5
2894,3/21/2024,2,5,5,1,3,2,1,4,5
2895,5/16/2024,4,2,5,4,1,2,2,3,5
2896,3/31/2024,1,2,2,3,1,3,2,3,1
2897,4/22/2024,5,4,4,1,3,3,4,5,1
2898,6/7/2024,2,1,4,2,2,3,2,1,3
2899,3/22/2024,3,4,1,1,1,3,4,1,1
2900,3/23/2024,2,3,5,2,5,1,4,5,4
2901,6/17/2024,1,5,2,1,5,1,1,1,3
2902,4/8/2024,2,5,5,4,3,4,2,5,1
2903,5/16/2024,5,1,5,3,4,5,5,3,4
2904,3/20/2024,3,5,2,2,5,3,1,4,2
2905,3/23/2024,5,1,4,2,2,2,4,1,2
2906,3/20/2024,5,2,5,3,1,2,4,2,2
2907,3/20/2024,5,4,4,4,2,5,1,3,5
2908,6/4/2024,5,3,1,5,3,2,1,3,1
2909,5/13/2024,3,3,1,5,4,2,3,1,2
2910,3/17/2024,3,3,2,1,3,2,5,3,3
2911,5/7/2024,2,2,1,1,3,4,3,2,4
2912,6/10/2024,3,2,5,3,2,1,3,2,5
2913,3/29/2024,2,4,5,1,5,2,4,4,3
2914,6/9/2024,5,3,4,1,3,1,4,2,2
2915,4/13/2024,1,1,4,4,1,1,4,5,1
2916,3/20/2024,3,1,4,3,2,1,1,4,3
2917,6/27/2024,2,5,4,1,3,1,1,1,5
2918,5/30/2024,4,1,1,4,4,1,2,3,1
2919,5/1/2024,5,4,2,3,4,3,2,3,3
2920,5/12/2024,4,2,1,4,3,1,1,3,4
2921,6/25/2024,1,4,2,4,4,5,2,3,1
2922,6/18/2024,1,1,1,1,3,1,3,1,2
2923,3/26/2024,4,2,4,5,4,4,1,1,3
2924,6/11/2024,2,2,1,3,4,1,4,5,1
2925,5/7/2024,2,3,2,5,3,2,1,5,1
2926,3/22/2024,2,3,5,1,5,4,5,4,2
2927,3/28/2024,4,5,3,2,4,4,1,4,5
2928,6/15/2024,2,4,1,3,1,4,4,5,5
2929,4/26/2024,1,5,4,5,1,4,2,1,2
2930,3/17/2024,4,4,2,1,5,4,2,2,4
2931,4/21/2024,3,5,4,4,3,4,5,4,3
2932,4/16/2024,2,3,1,5,4,5,5,1,1
2933,4/7/2024,3,4,5,1,3,1,3,2,1
2934,3/20/2024,5,4,5,3,2,4,3,3,5
2935,6/7/2024,2,2,2,4,3,1,2,4,2
2936,6/9/2024,1,5,5,5,4,2,2,3,1
2937,6/28/2024,1,3,5,3,4,3,5,4,2
2938,5/30/2024,4,2,5,4,4,1,4,4,4
2939,5/3/2024,5,1,4,2,3,4,5,1,5
2940,4/4/2024,4,2,4,5,2,5,4,3,2
2941,6/21/2024,1,3,2,1,4,2,2,5,2
2942,6/18/2024,5,1,4,4,3,1,2,2,1
2943,6/13/2024,4,3,2,5,5,2,5,2,2
2944,4/7/2024,2,2,1,4,2,5,4,3,4
2945,6/17/2024,5,4,1,1,3,1,5,4,1
2946,4/15/2024,4,4,5,5,3,2,2,4,4
2947,4/13/2024,2,1,3,2,1,1,5,2,3
2948,4/8/2024,2,5,3,3,1,2,5,1,3
2949,6/29/2024,3,5,4,4,4,3,1,5,5
2950,4/29/2024,1,1,4,1,2,1,5,2,1
2951,3/22/2024,3,5,5,4,3,1,4,4,2
2952,5/11/2024,1,5,3,1,3,5,2,4,3
2953,4/20/2024,2,1,2,4,3,1,5,2,5
2954,6/2/2024,3,5,1,2,2,2,5,5,1
2955,5/29/2024,3,4,5,3,3,4,4,2,5
2956,4/6/2024,2,4,1,4,5,2,4,1,4
2957,6/12/2024,2,5,1,5,3,5,1,1,1
2958,6/2/2024,5,4,2,5,4,1,1,4,4
2959,6/15/2024,5,4,2,1,1,5,5,4,3
2960,5/17/2024,2,1,3,3,5,1,1,2,1
2961,5/30/2024,4,3,3,2,5,3,3,4,3
2962,4/29/2024,5,4,1,2,4,3,5,5,4
2963,3/17/2024,5,1,3,3,1,5,2,2,4
2964,3/29/2024,3,4,3,5,4,5,5,5,1
2965,3/28/2024,3,5,2,4,5,1,3,3,4
2966,3/19/2024,1,1,5,3,1,2,5,1,3
2967,4/1/2024,4,3,3,1,5,4,2,2,5
2968,4/6/2024,3,2,3,1,2,3,1,3,2
2969,6/9/2024,5,4,2,4,2,1,5,3,1
2970,6/23/2024,4,2,1,1,5,3,5,3,5
2971,4/22/2024,4,4,5,2,1,5,3,5,4
2972,3/23/2024,5,2,4,5,2,4,4,1,5
2973,3/31/2024,5,1,2,3,4,1,1,3,3
2974,4/18/2024,1,4,1,5,1,4,2,4,3
2975,3/26/2024,2,3,5,1,1,5,4,2,2
2976,5/21/2024,4,3,3,5,3,5,2,2,4
2977,5/12/2024,2,3,5,3,1,4,1,5,3
2978,5/30/2024,5,4,5,1,5,3,4,2,4
2979,4/7/2024,1,1,1,1,3,3,5,1,3
2980,3/29/2024,3,2,3,1,4,2,1,1,3
2981,4/13/2024,5,5,3,5,4,2,2,3,2
2982,6/8/2024,5,2,5,5,2,2,5,2,4
2983,4/28/2024,4,2,1,4,3,4,5,4,4
2984,3/27/2024,3,5,1,2,4,1,5,5,3
2985,5/6/2024,4,3,3,5,4,4,2,2,4
2986,5/8/2024,5,5,2,5,2,3,5,2,5
2987,3/21/2024,1,4,3,5,3,3,1,5,4
2988,6/4/2024,2,4,2,4,5,5,2,1,5
2989,3/24/2024,4,3,2,3,3,5,3,2,2
2990,5/5/2024,3,1,4,5,1,2,1,4,4
2991,5/25/2024,3,4,1,5,2,2,3,1,4
2992,4/5/2024,5,1,2,3,4,4,2,5,5
2993,5/13/2024,2,2,4,5,4,5,2,1,3
2994,3/21/2024,2,5,5,4,1,5,3,2,3
2995,6/30/2024,2,5,4,1,1,1,3,3,2
2996,6/2/2024,3,1,2,2,2,1,1,2,5
2997,4/5/2024,1,3,3,2,3,5,1,2,2
2998,3/29/2024,2,1,1,5,4,4,5,5,2
2999,4/3/2024,3,1,2,2,5,5,3,3,1
3000,5/3/2024,5,5,3,1,1,3,3,1,3
3001,4/1/2024,4,4,2,3,4,3,3,5,2
3002,3/31/2024,4,2,2,3,2,5,2,4,4
3003,4/25/2024,3,2,5,2,4,4,3,5,3
3004,5/20/2024,4,5,3,3,3,3,5,1,2
3005,6/7/2024,5,1,5,1,4,4,3,3,3
3006,4/30/2024,3,5,1,5,5,3,3,2,1
3007,6/3/2024,4,4,2,4,5,5,2,4,3
3008,6/22/2024,4,4,5,4,2,4,2,5,2
3009,3/29/2024,1,3,3,1,1,4,2,4,3
3010,5/1/2024,4,4,1,2,1,3,1,2,3
3011,3/25/2024,4,3,1,5,3,2,1,4,5
3012,6/18/2024,3,5,4,2,1,3,2,3,2
3013,3/20/2024,2,2,5,3,2,3,1,4,4
3014,4/23/2024,1,5,5,2,3,5,1,1,1
3015,4/26/2024,1,4,2,4,3,3,5,1,3
3016,5/21/2024,4,1,2,5,5,4,2,5,1
3017,5/25/2024,1,4,3,2,4,4,2,2,2
3018,5/17/2024,2,5,2,1,1,4,4,2,1
3019,3/25/2024,4,4,2,1,1,4,2,3,5
3020,3/28/2024,2,2,3,5,2,2,1,4,4
3021,4/19/2024,2,2,2,3,5,2,4,4,3
3022,5/17/2024,4,3,5,4,4,3,5,3,3
3023,6/28/2024,4,3,1,1,5,2,2,4,1
3024,6/13/2024,4,4,3,4,3,2,4,5,5
3025,4/22/2024,4,2,4,5,1,4,2,5,3
3026,3/23/2024,2,4,3,1,3,3,5,5,1
3027,5/12/2024,5,4,5,3,5,1,2,1,2
3028,5/23/2024,2,2,1,2,2,5,5,4,1
3029,4/11/2024,4,4,3,2,5,1,1,4,2
3030,4/4/2024,5,5,5,1,1,5,3,3,5
3031,5/22/2024,5,4,1,1,2,2,3,3,1
3032,5/2/2024,3,4,2,5,2,5,4,1,3
3033,6/20/2024,2,5,1,5,3,3,2,2,4
3034,4/27/2024,4,3,3,5,2,5,2,5,1
3035,5/5/2024,5,1,3,1,3,1,3,5,5
3036,5/11/2024,2,2,4,3,3,2,2,4,2
